id,create_date,modify_date,name,location,lat,lon,num_id,source,station_id,stop_id,type,version,status
XBUS_00005855,2021/5/13 2:03:16,2021/5/13 3:00:50,正坑村,行政五路 东侧,22.704385,114.345194,5855,XXT,H_PS0158,5252,1,2021/5/13 2:03:16,
XBUS_00005856,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山中心公园,行政八路 南侧,22.701837,114.348053,5856,XXT,H_PS0899,5253,1,2021/5/13 2:03:16,
XBUS_00005857,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山中心公园,行政八路 北侧,22.701861,114.348275,5857,XXT,H_PS0898,5254,1,2021/5/13 2:03:16,
XBUS_00005858,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山比亚迪,比亚迪路 北侧,22.677518,114.35016,5858,XXT,H_PS0161,5255,1,2021/5/13 2:03:16,
XBUS_00005859,2021/5/13 2:03:16,2021/5/13 3:00:50,比亚迪路口,江岭路 西侧,22.67798,114.356224,5859,XXT,H_PS0162,5256,1,2021/5/13 2:03:16,
XBUS_00005860,2021/5/13 2:03:16,2021/5/13 3:00:50,比亚迪路口,江岭路 东侧,22.677711,114.356502,5860,XXT,H_PS0689,5257,1,2021/5/13 2:03:16,
XBUS_00005861,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山中学,东纵路 南侧,22.684466,114.349251,5861,XXT,H_PS0164,5258,1,2021/5/13 2:03:16,
XBUS_00005862,2021/5/13 2:03:16,2021/5/13 3:00:50,鹤源路口,鹤源路 西侧,22.683994,114.351402,5862,XXT,H_PS0165,5259,1,2021/5/13 2:03:16,
XBUS_00005863,2021/5/13 2:03:16,2021/5/13 3:00:50,鹤源路口,鹤源路 东侧,22.684128,114.351348,5863,XXT,H_PS0691,5260,1,2021/5/13 2:03:16,
XBUS_00005864,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山人民医院,东纵路 南侧,22.684965,114.351383,5864,XXT,H_PS0167,5261,1,2021/5/13 2:03:16,
XBUS_00005865,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山人民医院,东纵路 北侧,22.685154,114.351615,5865,XXT,H_PS0170,5264,1,2021/5/13 2:03:16,
XBUS_00005866,2021/5/13 2:03:16,2021/5/13 3:00:50,江岭路口,江岭路 东侧,22.68516,114.355251,5866,XXT,H_PS0692,5265,1,2021/5/13 2:03:16,
XBUS_00005867,2021/5/13 2:03:16,2021/5/13 3:00:50,江岭路口,江岭路 西侧,22.685373,114.35522,5867,XXT,H_PS0172,5266,1,2021/5/13 2:03:16,
XBUS_00005868,2021/5/13 2:03:15,2021/5/13 3:00:50,屯围村,丰树山路 南侧,22.634146,114.416708,5868,XXT,F_KY0048,4994,1,2021/5/13 2:03:15,
XBUS_00005869,2021/5/13 2:03:15,2021/5/13 3:00:50,屯围村,丰树山路 北侧,22.634309,114.416347,5869,XXT,J_KY0051,4995,1,2021/5/13 2:03:15,
XBUS_00005870,2021/5/13 2:03:15,2021/5/13 3:00:50,大鹏新区管委会西,坪葵路 东侧,22.635791,114.416603,5870,XXT,F_KY0050,4996,1,2021/5/13 2:03:15,
XBUS_00005871,2021/5/13 2:03:16,2021/5/13 3:00:50,坪东社区,同心路 东侧,22.767638,114.312395,5871,XXT,F_PD0078,5354,1,2021/5/13 2:03:16,
XBUS_00005872,2021/5/13 2:03:16,2021/5/13 3:00:50,坪东社区,同心路 西侧,22.767638,114.312395,5872,XXT,F_PD0315,5355,1,2021/5/13 2:03:16,
XBUS_00005873,2021/5/13 2:03:16,2021/5/13 3:00:50,四方埔路口,同心路 南侧,22.761671,114.319897,5873,XXT,F_PD0080,5356,1,2021/5/13 2:03:16,
XBUS_00005874,2021/5/13 2:03:16,2021/5/13 3:00:50,四方埔社康中心,东雅路 南侧,22.760285,114.321318,5874,XXT,F_PD0081,5357,1,2021/5/13 2:03:16,
XBUS_00005875,2021/5/13 2:03:16,2021/5/13 3:00:50,四方埔社康中心,东雅路 北侧,22.760242,114.321368,5875,XXT,F_PD0343,5358,1,2021/5/13 2:03:16,
XBUS_00005876,2021/5/13 2:03:16,2021/5/13 3:00:50,四方埔路口,同心路 北侧,22.761453,114.320028,5876,XXT,F_PD0083,5359,1,2021/5/13 2:03:16,
XBUS_00005877,2021/5/13 2:03:16,2021/5/13 3:00:50,高喜路电子厂,人民南路 西侧,22.765677,114.319461,5877,XXT,F_PD0084,5360,1,2021/5/13 2:03:16,
XBUS_00005878,2021/5/13 2:03:16,2021/5/13 3:00:50,高喜路电子厂,人民南路 东侧,22.765089,114.320163,5878,XXT,F_PD0085,5361,1,2021/5/13 2:03:16,
XBUS_00005879,2021/5/13 2:03:16,2021/5/13 3:00:50,凯业丰泰科技园,四方塘街 西侧,22.763938,114.323417,5879,XXT,F_PD0316,5362,1,2021/5/13 2:03:16,
XBUS_00005880,2021/5/13 2:03:16,2021/5/13 3:00:50,凯业丰泰科技园,四方塘街 东侧,22.763024,114.32245,5880,XXT,F_PD0087,5363,1,2021/5/13 2:03:16,
XBUS_00005881,2021/5/13 2:03:16,2021/5/13 3:00:50,富地岗,富坪中路 西侧,22.768458,114.321944,5881,XXT,F_PD0088,5364,1,2021/5/13 2:03:16,
XBUS_00005882,2021/5/13 2:03:16,2021/5/13 3:00:50,富地岗,富坪中路 东侧,22.768744,114.32179,5882,XXT,F_PD0089,5365,1,2021/5/13 2:03:16,
XBUS_00005883,2021/5/13 2:03:16,2021/5/13 3:00:50,牛眠岭村桥头,东雅路 北侧,22.756581,114.327324,5883,XXT,F_PD0368,5366,1,2021/5/13 2:03:16,
XBUS_00005884,2021/5/13 2:03:16,2021/5/13 3:00:50,牛眠岭村桥头,东雅路 南侧,22.756511,114.327479,5884,XXT,F_PD0367,5367,1,2021/5/13 2:03:16,
XBUS_00005885,2021/5/13 2:03:16,2021/5/13 3:00:50,惠盐高速路口,富坪中路 西侧,22.766575,114.324669,5885,XXT,F_PD0092,5368,1,2021/5/13 2:03:16,
XBUS_00005886,2021/5/13 2:03:16,2021/5/13 3:00:50,惠盐高速路口,富坪中路 东侧,22.766575,114.324669,5886,XXT,F_PD0324,5369,1,2021/5/13 2:03:16,
XBUS_00005887,2021/5/13 2:03:15,2021/5/13 3:00:50,沙湖市场,沙湖路 东侧,22.674026,114.321281,5887,XXT,H_PS0667,5071,1,2021/5/13 2:03:15,
XBUS_00005888,2021/5/13 2:03:15,2021/5/13 3:00:50,上榨居民小组,同裕路 北侧,22.673932,114.32296,5888,XXT,H_PS0668,5072,1,2021/5/13 2:03:15,
XBUS_00005889,2021/5/13 2:03:15,2021/5/13 3:00:50,上榨居民小组,同裕路 南侧,22.67401,114.323184,5889,XXT,H_PS0068,5073,1,2021/5/13 2:03:15,
XBUS_00005890,2021/5/13 2:03:15,2021/5/13 3:00:50,碧岭派出所,新龙路 北侧,22.680855,114.323067,5890,XXT,H_PS0069,5074,1,2021/5/13 2:03:15,
XBUS_00005891,2021/5/13 2:03:15,2021/5/13 3:00:50,创意厂,锦龙路 南侧,22.680572,114.322787,5891,XXT,H_PS0070,5075,1,2021/5/13 2:03:15,
XBUS_00005892,2021/5/13 2:03:15,2021/5/13 3:00:50,沙湖路口,金碧路 北侧,22.680926,114.316695,5892,XXT,H_PS0071,5076,1,2021/5/13 2:03:15,
XBUS_00005893,2021/5/13 2:03:15,2021/5/13 3:00:50,沙湖路口,金碧路 南侧,22.680876,114.316559,5893,XXT,H_PS0669,5077,1,2021/5/13 2:03:15,
XBUS_00005894,2021/5/13 2:03:15,2021/5/13 3:00:50,新基德生活区,冬青路 南侧,22.688463,114.316132,5894,XXT,H_PS0073,5078,1,2021/5/13 2:03:15,
XBUS_00005895,2021/5/13 2:03:15,2021/5/13 3:00:50,坪山澳子头村,金碧路 南侧,22.682861,114.320539,5895,XXT,H_PS0967,5079,1,2021/5/13 2:03:15,
XBUS_00005896,2021/5/13 2:03:15,2021/5/13 3:00:50,坪山澳子头村,金碧路 北侧,22.682879,114.320586,5896,XXT,H_PS0894,5080,1,2021/5/13 2:03:15,
XBUS_00005897,2021/5/13 2:03:15,2021/5/13 3:00:50,金碧锦龙路口,金碧路 南侧,22.684165,114.324112,5897,XXT,H_PS0968,5081,1,2021/5/13 2:03:15,
XBUS_00005898,2021/5/13 2:03:15,2021/5/13 3:00:50,富兴小区,同富村道 西侧,22.674616,114.325371,5898,XXT,H_PS0078,5083,1,2021/5/13 2:03:15,
XBUS_00005899,2021/5/13 2:03:15,2021/5/13 3:00:50,富兴小区,同富村道 东侧,22.674582,114.325539,5899,XXT,H_PS0079,5084,1,2021/5/13 2:03:15,
XBUS_00005900,2021/5/13 2:03:16,2021/5/13 3:00:50,倚湖居,锦龙大道 西侧,22.674194,114.329618,5900,XXT,H_PS0773,5085,1,2021/5/13 2:03:16,
XBUS_00005901,2021/5/13 2:03:16,2021/5/13 3:00:50,倚湖居,锦龙大道 东侧,22.67312,114.330266,5901,XXT,H_PS0770,5086,1,2021/5/13 2:03:16,
XBUS_00005902,2021/5/13 2:03:16,2021/5/13 3:00:50,启兴生活区,启祥路 东侧,22.704676,114.367714,5902,XXT,H_PS0900,5454,1,2021/5/13 2:03:16,
XBUS_00005903,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山行政服务大厅,金牛路 南侧,22.703475,114.365272,5903,XXT,H_PS0897,5455,1,2021/5/13 2:03:16,
XBUS_00005904,2021/5/13 2:03:16,2021/5/13 3:00:50,龙田派出所,金牛西路 南侧,22.704221,114.369433,5904,XXT,H_PS0915,5456,1,2021/5/13 2:03:16,
XBUS_00005905,2021/5/13 2:03:16,2021/5/13 3:00:50,龙田派出所,金牛路 北侧,22.704206,114.369339,5905,XXT,H_PS0914,5457,1,2021/5/13 2:03:16,
XBUS_00005906,2021/5/13 2:03:16,2021/5/13 3:00:50,萨米医疗中心,金牛路 北侧,22.705928,114.377777,5906,XXT,H_PS0902,5458,1,2021/5/13 2:03:16,
XBUS_00005907,2021/5/13 2:03:16,2021/5/13 3:00:50,石井市场,坪葵路 北侧,22.688015,114.380488,5907,XXT,H_PS0840,5459,1,2021/5/13 2:03:16,
XBUS_00005908,2021/5/13 2:03:16,2021/5/13 3:00:50,主力学校,同庆路 东侧,22.717293,114.315981,5908,XXT,F_LG0403,5157,1,2021/5/13 2:03:16,
XBUS_00005909,2021/5/13 2:03:16,2021/5/13 3:00:50,主力学校,同庆路 西侧,22.717549,114.3158,5909,XXT,F_LG0759,5158,1,2021/5/13 2:03:16,
XBUS_00005910,2021/5/13 2:03:16,2021/5/13 3:00:50,同心工业园,同心路 南侧,22.71998,114.314454,5910,XXT,F_LG0405,5159,1,2021/5/13 2:03:16,
XBUS_00005911,2021/5/13 2:03:16,2021/5/13 3:00:50,同心工业园,同心路 北侧,22.719974,114.314194,5911,XXT,F_LG0760,5160,1,2021/5/13 2:03:16,
XBUS_00005912,2021/5/13 2:03:16,2021/5/13 3:00:50,新布村路口,吓坑路 西侧,22.720539,114.315292,5912,XXT,F_LG0761,5162,1,2021/5/13 2:03:16,
XBUS_00005913,2021/5/13 2:03:16,2021/5/13 3:00:50,新布村路口,吓坑路 东侧,22.72089,114.315292,5913,XXT,F_LG0762,5164,1,2021/5/13 2:03:16,
XBUS_00005914,2021/5/13 2:03:16,2021/5/13 3:00:50,新意物流大厦,爱南路 西侧,22.730869,114.30136,5914,XXT,F_LG0411,5165,1,2021/5/13 2:03:16,
XBUS_00005915,2021/5/13 2:03:16,2021/5/13 3:00:50,新意物流大厦,爱南路 东侧,22.730816,114.301689,5915,XXT,F_LG0412,5166,1,2021/5/13 2:03:16,
XBUS_00005916,2021/5/13 2:03:16,2021/5/13 3:00:50,沙背沥路口,东升新路 北侧,22.732027,114.301385,5916,XXT,F_LG0413,5167,1,2021/5/13 2:03:16,
XBUS_00005917,2021/5/13 2:03:16,2021/5/13 3:00:50,沙背沥路口,东升新路 南侧,22.732003,114.301522,5917,XXT,F_LG0414,5168,1,2021/5/13 2:03:16,
XBUS_00005918,2021/5/13 2:03:16,2021/5/13 3:00:50,兰一居民小组,兰水路 北侧,22.731283,114.304978,5918,XXT,F_LG0763,5169,1,2021/5/13 2:03:16,
XBUS_00005919,2021/5/13 2:03:16,2021/5/13 3:00:50,兰一居民小组,兰水路 南侧,22.731256,114.303421,5919,XXT,F_LG0416,5170,1,2021/5/13 2:03:16,
XBUS_00005920,2021/5/13 2:03:16,2021/5/13 3:00:50,兰水坣,兰水路 北侧,22.730771,114.307663,5920,XXT,F_LG0764,5171,1,2021/5/13 2:03:16,
XBUS_00005921,2021/5/13 2:03:16,2021/5/13 3:00:50,兰水坣,兰水路 南侧,22.73074,114.308014,5921,XXT,F_LG0418,5172,1,2021/5/13 2:03:16,
XBUS_00005922,2021/5/13 2:03:16,2021/5/13 3:00:50,恒森家具,吓坑路 东侧,22.723099,114.315506,5922,XXT,F_LG0419,5173,1,2021/5/13 2:03:16,
XBUS_00005923,2021/5/13 2:03:16,2021/5/13 3:00:50,恒森家具,吓坑一路 西侧,22.723494,114.31544,5923,XXT,F_LG0765,5174,1,2021/5/13 2:03:16,
XBUS_00005924,2021/5/13 2:03:16,2021/5/13 3:00:50,吓坑A区,吓坑路 东侧,22.727248,114.316032,5924,XXT,F_LG0421,5175,1,2021/5/13 2:03:16,
XBUS_00005925,2021/5/13 2:03:16,2021/5/13 3:00:50,吓坑B区,兰水路 北侧,22.72942,114.315164,5925,XXT,F_LG0766,5178,1,2021/5/13 2:03:16,
XBUS_00005926,2021/5/13 2:03:16,2021/5/13 3:00:50,科彩印务西门,金兰路 西侧,22.712353,114.400949,5926,XXT,H_PS0319,5563,1,2021/5/13 2:03:16,
XBUS_00005927,2021/5/13 2:03:16,2021/5/13 3:00:50,科彩印务,金兰路 西侧,22.715096,114.40091,5927,XXT,H_PS0320,5564,1,2021/5/13 2:03:16,
XBUS_00005928,2021/5/13 2:03:16,2021/5/13 3:00:50,江岭文化广场,江岭路 东侧,22.682386,114.355601,5928,XXT,H_PS0693,5267,1,2021/5/13 2:03:16,
XBUS_00005929,2021/5/13 2:03:16,2021/5/13 3:00:50,江岭文化广场,江岭路 西侧,22.683247,114.355495,5929,XXT,H_PS0174,5268,1,2021/5/13 2:03:16,
XBUS_00005930,2021/5/13 2:03:16,2021/5/13 3:00:50,三洋湖,东纵路 北侧,22.685904,114.354722,5930,XXT,H_PS0175,5269,1,2021/5/13 2:03:16,
XBUS_00005931,2021/5/13 2:03:16,2021/5/13 3:00:50,三洋湖路口,江岭路 东侧,22.685572,114.355247,5931,XXT,H_PS0176,5270,1,2021/5/13 2:03:16,
XBUS_00005932,2021/5/13 2:03:16,2021/5/13 3:00:50,三洋湖,东纵路 南侧,22.686017,114.355973,5932,XXT,H_PS0177,5271,1,2021/5/13 2:03:16,
XBUS_00005933,2021/5/13 2:03:16,2021/5/13 3:00:50,竹园村,江岭路 东侧,22.674898,114.357281,5933,XXT,H_PS0695,5272,1,2021/5/13 2:03:16,
XBUS_00005934,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山比亚迪,比亚迪路 南侧,22.677328,114.350258,5934,XXT,H_PS0179,5273,1,2021/5/13 2:03:16,
XBUS_00005935,2021/5/13 2:03:16,2021/5/13 3:00:50,比亚迪一号门,比亚迪路 北侧,22.679915,114.360036,5935,XXT,H_PS0696,5274,1,2021/5/13 2:03:16,
XBUS_00005936,2021/5/13 2:03:16,2021/5/13 3:00:50,比亚迪二号门,比亚迪路 北侧,22.680634,114.363173,5936,XXT,H_PS0697,5275,1,2021/5/13 2:03:16,
XBUS_00005937,2021/5/13 2:03:16,2021/5/13 3:00:50,远香村,东纵路 南侧,22.686134,114.357298,5937,XXT,H_PS0182,5276,1,2021/5/13 2:03:16,
XBUS_00005938,2021/5/13 2:03:16,2021/5/13 3:00:50,医保坪山分局,坑梓人民中路 北侧,22.747705,114.386422,5938,XXT,H_KZ0387,5623,1,2021/5/13 2:03:16,
XBUS_00005939,2021/5/13 2:03:16,2021/5/13 3:00:50,震雄集团①,人民路 南侧,22.747615,114.385899,5939,XXT,H_KZ0362,5624,1,2021/5/13 2:03:16,
XBUS_00005940,2021/5/13 2:03:16,2021/5/13 3:00:50,荣超花园②,龙岗大道 西侧,22.594017,114.116382,5940,XXT,F_BJ0455,5625,1,2021/5/13 2:03:16,
XBUS_00005941,2021/5/13 2:03:16,2021/5/13 3:00:50,荣超花园③,龙岗大道 西侧,22.593542,114.116135,5941,XXT,F_BJ0454,5626,1,2021/5/13 2:03:16,
XBUS_00005942,2021/5/13 2:03:16,2021/5/13 3:00:50,震雄集团①,坑梓人民中路 北侧,22.747692,114.386205,5942,XXT,H_KZ0361,5627,1,2021/5/13 2:03:16,
XBUS_00005943,2021/5/13 2:03:16,2021/5/13 3:00:50,长隆村,金油路 东侧,22.743978,114.394657,5943,XXT,H_Kz0119,5628,1,2021/5/13 2:03:16,
XBUS_00005944,2021/5/13 2:03:16,2021/5/13 3:00:50,金沙幼儿园,金沙路 西侧,22.745792,114.395943,5944,XXT,H_Kz0121,5630,1,2021/5/13 2:03:16,
XBUS_00005945,2021/5/13 2:03:16,2021/5/13 3:00:50,金沙幼儿园,金沙路 东侧,22.745507,114.396097,5945,XXT,H_Kz0122,5631,1,2021/5/13 2:03:16,
XBUS_00005946,2021/5/13 2:03:16,2021/5/13 3:00:50,青排村,金沙路 东侧,22.750347,114.39646,5946,XXT,H_KZ0360,5632,1,2021/5/13 2:03:16,
XBUS_00005947,2021/5/13 2:03:16,2021/5/13 3:00:50,青排村,金沙路 西侧,22.750347,114.39646,5947,XXT,H_Kz0124,5633,1,2021/5/13 2:03:16,
XBUS_00005948,2021/5/13 2:03:16,2021/5/13 3:00:50,薛屋新村,人民路 北侧,22.750297,114.398277,5948,XXT,H_Kz0125,5636,1,2021/5/13 2:03:16,
XBUS_00005949,2021/5/13 2:03:16,2021/5/13 3:00:50,薛屋新村,人民路 南侧,22.74996,114.397193,5949,XXT,H_KZ0358,5637,1,2021/5/13 2:03:16,
XBUS_00005950,2021/5/13 2:03:16,2021/5/13 3:00:50,年丰村,坪梓路 南侧,22.765931,114.331261,5950,XXT,F_PD0094,5370,1,2021/5/13 2:03:16,
XBUS_00005951,2021/5/13 2:03:16,2021/5/13 3:00:50,年丰村,坪梓路 北侧,22.765996,114.331093,5951,XXT,F_PD0095,5371,1,2021/5/13 2:03:16,
XBUS_00005952,2021/5/13 2:03:16,2021/5/13 3:00:50,鼎尚华庭,教育中路 东侧,22.772543,114.300134,5952,XXT,F_PD0096,5372,1,2021/5/13 2:03:16,
XBUS_00005953,2021/5/13 2:03:16,2021/5/13 3:00:50,鼎尚华庭,教育中路 西侧,22.772207,114.300251,5953,XXT,F_PD0097,5373,1,2021/5/13 2:03:16,
XBUS_00005954,2021/5/13 2:03:16,2021/5/13 3:00:50,布新社区,葵南路 西侧,22.575842,114.486213,5954,XXT,F_DP0049,5715,1,2021/5/13 2:03:16,
XBUS_00005955,2021/5/13 2:03:16,2021/5/13 3:00:50,布新社区,葵南路 东侧,22.577105,114.486162,5955,XXT,F_DP0050,5716,1,2021/5/13 2:03:16,
XBUS_00005956,2021/5/13 2:03:16,2021/5/13 3:00:50,大鹏第四工业区,葵南路 东侧,22.581646,114.48389,5956,XXT,F_DP0051,5717,1,2021/5/13 2:03:16,
XBUS_00005957,2021/5/13 2:03:16,2021/5/13 3:00:50,王母围,葵南路 西侧,22.587198,114.481696,5957,XXT,F_DP0052,5718,1,2021/5/13 2:03:16,
XBUS_00005958,2021/5/13 2:03:16,2021/5/13 3:00:50,王母围,葵南路 东侧,22.587295,114.481741,5958,XXT,F_DP0053,5719,1,2021/5/13 2:03:16,
XBUS_00005959,2021/5/13 2:03:16,2021/5/13 3:00:50,大鹏烈士陵园西,中山路 西侧,22.589682,114.482353,5959,XXT,F_DP0055,5721,1,2021/5/13 2:03:16,
XBUS_00005960,2021/5/13 2:03:16,2021/5/13 3:00:50,大鹏烈士陵园西,中山路 东侧,22.58954,114.482444,5960,XXT,J_DP0067,5722,1,2021/5/13 2:03:16,
XBUS_00005961,2021/5/13 2:03:16,2021/5/13 3:00:50,王桐山小区,鹏新东路 北侧,22.593763,114.483368,5961,XXT,J_DP0066,5723,1,2021/5/13 2:03:16,
XBUS_00005962,2021/5/13 2:03:16,2021/5/13 3:00:50,王桐山小区,鹏新东路 南侧,22.593813,114.483635,5962,XXT,F_DP0058,5724,1,2021/5/13 2:03:16,
XBUS_00005963,2021/5/13 2:03:16,2021/5/13 3:00:50,大鹏妇幼保健院,鹏新东路 西侧,22.594036,114.485535,5963,XXT,J_DP0065,5725,1,2021/5/13 2:03:16,
XBUS_00005964,2021/5/13 2:03:16,2021/5/13 3:00:50,大鹏妇幼保健院,鹏新东路 东侧,22.594369,114.486003,5964,XXT,F_DP0060,5726,1,2021/5/13 2:03:16,
XBUS_00005965,2021/5/13 2:03:16,2021/5/13 3:00:50,中国农科院基因组所,鹏飞路 南侧,22.59471,114.493958,5965,XXT,J_DP0064,5729,1,2021/5/13 2:03:16,
XBUS_00005966,2021/5/13 2:03:16,2021/5/13 3:00:50,中国农科院基因组所,鹏飞路 北侧,22.594663,114.494446,5966,XXT,F_DP0064,5730,1,2021/5/13 2:03:16,
XBUS_00005967,2021/5/13 2:03:16,2021/5/13 3:00:50,白石岗,葵鹏路 北侧,22.620229,114.432694,5967,XXT,J_KY0074,5731,1,2021/5/13 2:03:16,
XBUS_00005968,2021/5/13 2:03:16,2021/5/13 3:00:50,白石岗,葵鹏路 南侧,22.62017,114.432901,5968,XXT,J_KY0073,5732,1,2021/5/13 2:03:16,
XBUS_00005969,2021/5/13 2:03:16,2021/5/13 3:00:50,比克厂,葵鹏路 西侧,22.616746,114.43562,5969,XXT,J_KY0072,5733,1,2021/5/13 2:03:16,
XBUS_00005970,2021/5/13 2:03:16,2021/5/13 3:00:50,比克厂,葵鹏路 东侧,22.615879,114.435849,5970,XXT,J_KY0071,5734,1,2021/5/13 2:03:16,
XBUS_00005971,2021/5/13 2:03:16,2021/5/13 3:00:50,石井市场,坪葵路 南侧,22.688486,114.379908,5971,XXT,H_PS0839,5460,1,2021/5/13 2:03:16,
XBUS_00005972,2021/5/13 2:03:16,2021/5/13 3:00:50,石井社区,金田路 北侧,22.69109,114.381256,5972,XXT,H_PS0908,5461,1,2021/5/13 2:03:16,
XBUS_00005973,2021/5/13 2:03:16,2021/5/13 3:00:50,石井社区,金田路 南侧,22.691071,114.381216,5973,XXT,H_PS0909,5462,1,2021/5/13 2:03:16,
XBUS_00005974,2021/5/13 2:03:16,2021/5/13 3:00:50,欧姆龙,坪葵路 西侧,22.680415,114.386995,5974,XXT,H_PS0835,5463,1,2021/5/13 2:03:16,
XBUS_00005975,2021/5/13 2:03:16,2021/5/13 3:00:50,欧姆龙,坪葵路 东侧,22.680538,114.387025,5975,XXT,H_PS0836,5464,1,2021/5/13 2:03:16,
XBUS_00005976,2021/5/13 2:03:16,2021/5/13 3:00:50,石井街道办,坪葵路 东侧,22.685597,114.38289,5976,XXT,H_PS0906,5465,1,2021/5/13 2:03:16,
XBUS_00005977,2021/5/13 2:03:16,2021/5/13 3:00:50,石井街道办,坪葵路 西侧,22.683242,114.384743,5977,XXT,H_PS0907,5466,1,2021/5/13 2:03:16,
XBUS_00005978,2021/5/13 2:03:16,2021/5/13 3:00:50,横塘村,横塘路 西侧,22.695187,114.385555,5978,XXT,H_PS0249,5468,1,2021/5/13 2:03:16,
XBUS_00005979,2021/5/13 2:03:16,2021/5/13 3:00:50,横塘村,横塘路 东侧,22.694805,114.38556,5979,XXT,H_PS0744,5469,1,2021/5/13 2:03:16,
XBUS_00005980,2021/5/13 2:03:16,2021/5/13 3:00:50,横塘路中,横塘路 东侧,22.698654,114.385521,5980,XXT,H_PS0745,5472,1,2021/5/13 2:03:16,
XBUS_00005981,2021/5/13 2:03:16,2021/5/13 3:00:50,横塘路中,横塘路 西侧,22.698202,114.385526,5981,XXT,H_PS0254,5473,1,2021/5/13 2:03:16,
XBUS_00005982,2021/5/13 2:03:16,2021/5/13 3:00:50,咸水湖,金田路 南侧,22.691901,114.393456,5982,XXT,H_PS0257,5476,1,2021/5/13 2:03:16,
XBUS_00005983,2021/5/13 2:03:16,2021/5/13 3:00:50,咸水湖,金田路 北侧,22.691947,114.393715,5983,XXT,H_PS0258,5477,1,2021/5/13 2:03:16,
XBUS_00005984,2021/5/13 2:03:16,2021/5/13 3:00:50,萨米医疗中心,金牛路 南侧,22.70569,114.377189,5984,XXT,H_PS0903,5478,1,2021/5/13 2:03:16,
XBUS_00005985,2021/5/13 2:03:16,2021/5/13 3:00:50,罗庚丘居民小组,绿荫北路 西侧,22.709397,114.375794,5985,XXT,H_PS0260,5479,1,2021/5/13 2:03:16,
XBUS_00005986,2021/5/13 2:03:16,2021/5/13 3:00:50,绿基厂,竹坑路 东侧,22.71236,114.374214,5986,XXT,H_PS0261,5480,1,2021/5/13 2:03:16,
XBUS_00005987,2021/5/13 2:03:16,2021/5/13 3:00:50,绿基厂,竹坑路 西侧,22.712204,114.374313,5987,XXT,H_PS0262,5481,1,2021/5/13 2:03:16,
XBUS_00005988,2021/5/13 2:03:16,2021/5/13 3:00:50,罗庚丘居民小组,绿荫北路 东侧,22.709397,114.375794,5988,XXT,H_PS0746,5482,1,2021/5/13 2:03:16,
XBUS_00005989,2021/5/13 2:03:16,2021/5/13 3:00:50,盐灶村,村道 西侧,22.643339,114.515892,5989,XXT,F_KY0090,5792,1,2021/5/13 2:03:16,
XBUS_00005990,2021/5/13 2:03:16,2021/5/13 3:00:50,盐灶村,村道 东侧,22.643324,114.516052,5990,XXT,F_KY0091,5793,1,2021/5/13 2:03:16,
XBUS_00005991,2021/5/13 2:03:16,2021/5/13 3:00:50,高大村,村道 西侧,22.645025,114.518143,5991,XXT,F_KY0092,5794,1,2021/5/13 2:03:16,
XBUS_00005992,2021/5/13 2:03:16,2021/5/13 3:00:50,高大村,村道 东侧,22.644979,114.518303,5992,XXT,F_KY0093,5795,1,2021/5/13 2:03:16,
XBUS_00005993,2021/5/13 2:03:16,2021/5/13 3:00:50,产头村,村道 南侧,22.645218,114.521553,5993,XXT,F_KY0094,5796,1,2021/5/13 2:03:16,
XBUS_00005994,2021/5/13 2:03:16,2021/5/13 3:00:50,产头村,村道 北侧,22.645367,114.521439,5994,XXT,F_KY0095,5797,1,2021/5/13 2:03:16,
XBUS_00005995,2021/5/13 2:03:16,2021/5/13 3:00:50,科彩印务,金兰路 东侧,22.715089,114.400936,5995,XXT,H_PS0321,5565,1,2021/5/13 2:03:16,
XBUS_00005996,2021/5/13 2:03:16,2021/5/13 3:00:50,西坑居民小组,吉祥路 西侧,22.732221,114.368897,5996,XXT,H_Kz0060,5566,1,2021/5/13 2:03:16,
XBUS_00005997,2021/5/13 2:03:16,2021/5/13 3:00:50,坑梓汽车站,深汕公路 北侧,22.741666,114.365087,5997,XXT,H_Kz0061,5567,1,2021/5/13 2:03:16,
XBUS_00005998,2021/5/13 2:03:16,2021/5/13 3:00:50,坑梓汽车站,深汕公路 南侧,22.742682,114.366482,5998,XXT,H_Kz0062,5568,1,2021/5/13 2:03:16,
XBUS_00005999,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山妇幼,龙兴南路 西侧,22.745561,114.36893,5999,XXT,H_Kz0063,5569,1,2021/5/13 2:03:16,
XBUS_00006000,2021/5/13 2:03:16,2021/5/13 3:00:50,金田购物广场,人民西路 南侧,22.744147,114.372481,6000,XXT,H_KZ0425,5571,1,2021/5/13 2:03:16,
XBUS_00006001,2021/5/13 2:03:16,2021/5/13 3:00:50,金田购物广场,人民西路 北侧,22.74468,114.374008,6001,XXT,H_KZ0424,5572,1,2021/5/13 2:03:16,
